model,referecne,metric,value
growth_rate_simulated_iECDH10B_1368,is_essential_file_can_grow,Precision,0.9088397790055248
growth_rate_simulated_iECDH10B_1368,is_essential_file_can_grow,Recall,0.9373219373219374
growth_rate_simulated_iECDH10B_1368,is_essential_file_can_grow,F1 Score,0.9228611500701263
growth_rate_simulated_iECDH10B_1368,is_essential_file_can_grow,Specificity,0.05432780847145488
growth_rate_simulated_iECDH10B_1368,growth_rate_file_1,Accuracy,0.8795454545454545
growth_rate_simulated_iECDH10B_1368,growth_rate_file_1,Precision,0.9284511784511784
growth_rate_simulated_iECDH10B_1368,growth_rate_file_1,Recall,0.9371282922684792
growth_rate_simulated_iECDH10B_1368,growth_rate_file_1,F1 Score,0.9327695560253699
growth_rate_simulated_iECDH10B_1368,growth_rate_file_1,Specificity,0.04882154882154882
growth_rate_simulated_iECDH10B_1368,growth_rate_file_2,Accuracy,0.9424860853432282
growth_rate_simulated_iECDH10B_1368,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECDH10B_1368,growth_rate_file_2,Recall,0.9424860853432282
growth_rate_simulated_iECDH10B_1368,growth_rate_file_2,F1 Score,0.9703915950334289
growth_rate_simulated_iECDH10B_1368,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iEcDH1_1363,is_essential_file_can_grow,Accuracy,0.8888888888888888
growth_rate_simulated_iEcDH1_1363,is_essential_file_can_grow,Precision,1.0
growth_rate_simulated_iEcDH1_1363,is_essential_file_can_grow,Recall,0.875
growth_rate_simulated_iEcDH1_1363,is_essential_file_can_grow,F1 Score,0.9333333333333333
growth_rate_simulated_iEcDH1_1363,is_essential_file_can_grow,Specificity,0.14285714285714285
growth_rate_simulated_iEcDH1_1363,growth_rate_file_1,Accuracy,0.8888888888888888
growth_rate_simulated_iEcDH1_1363,growth_rate_file_1,Precision,1.0
growth_rate_simulated_iEcDH1_1363,growth_rate_file_1,Recall,0.875
growth_rate_simulated_iEcDH1_1363,growth_rate_file_1,F1 Score,0.9333333333333333
growth_rate_simulated_iEcDH1_1363,growth_rate_file_1,Specificity,0.14285714285714285
growth_rate_simulated_iEcDH1_1363,growth_rate_file_2,Accuracy,1.0
growth_rate_simulated_iEcDH1_1363,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iEcDH1_1363,growth_rate_file_2,Recall,1.0
growth_rate_simulated_iEcDH1_1363,growth_rate_file_2,F1 Score,1.0
growth_rate_simulated_iEcDH1_1363,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECDH1ME8569_1439,is_essential_file_can_grow,Accuracy,0.859504132231405
growth_rate_simulated_iECDH1ME8569_1439,is_essential_file_can_grow,Precision,0.906163753449862
growth_rate_simulated_iECDH1ME8569_1439,is_essential_file_can_grow,Recall,0.9354226020892688
growth_rate_simulated_iECDH1ME8569_1439,is_essential_file_can_grow,F1 Score,0.9205607476635513
growth_rate_simulated_iECDH1ME8569_1439,is_essential_file_can_grow,Specificity,0.050597976080956765
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_1,Accuracy,0.868380062305296
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_1,Precision,0.9215517241379311
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_1,Recall,0.9319965126416739
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_1,F1 Score,0.9267446900736888
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_1,Specificity,0.039655172413793106
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_2,Accuracy,0.9383177570093458
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_2,Recall,0.9383177570093458
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_2,F1 Score,0.9681774349083896
growth_rate_simulated_iECDH1ME8569_1439,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iEcE24377_1341,is_essential_file_can_grow,Accuracy,0.8499043977055449
growth_rate_simulated_iEcE24377_1341,is_essential_file_can_grow,Precision,0.9028384279475983
growth_rate_simulated_iEcE24377_1341,is_essential_file_can_grow,Recall,0.924022346368715
growth_rate_simulated_iEcE24377_1341,is_essential_file_can_grow,F1 Score,0.9133075648812811
growth_rate_simulated_iEcE24377_1341,is_essential_file_can_grow,Specificity,0.06768558951965066
growth_rate_simulated_iEcE24377_1341,growth_rate_file_1,Accuracy,0.8574091332712023
growth_rate_simulated_iEcE24377_1341,growth_rate_file_1,Precision,0.9192348565356004
growth_rate_simulated_iEcE24377_1341,growth_rate_file_1,Recall,0.9182590233545648
growth_rate_simulated_iEcE24377_1341,growth_rate_file_1,F1 Score,0.9187466808284652
growth_rate_simulated_iEcE24377_1341,growth_rate_file_1,Specificity,0.05844845908607864
growth_rate_simulated_iEcE24377_1341,growth_rate_file_2,Accuracy,0.9281045751633987
growth_rate_simulated_iEcE24377_1341,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iEcE24377_1341,growth_rate_file_2,Recall,0.9281045751633987
growth_rate_simulated_iEcE24377_1341,growth_rate_file_2,F1 Score,0.9627118644067797
growth_rate_simulated_iEcE24377_1341,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECED1_1282,is_essential_file_can_grow,Accuracy,0.8584229390681004
growth_rate_simulated_iECED1_1282,is_essential_file_can_grow,Precision,0.9014084507042254
growth_rate_simulated_iECED1_1282,is_essential_file_can_grow,Recall,0.9372384937238494
growth_rate_simulated_iECED1_1282,is_essential_file_can_grow,F1 Score,0.918974358974359
growth_rate_simulated_iECED1_1282,is_essential_file_can_grow,Specificity,0.06237424547283702
growth_rate_simulated_iECED1_1282,growth_rate_file_1,Accuracy,0.8703403565640194
growth_rate_simulated_iECED1_1282,growth_rate_file_1,Precision,0.9203619909502262
growth_rate_simulated_iECED1_1282,growth_rate_file_1,Recall,0.9338842975206612
growth_rate_simulated_iECED1_1282,growth_rate_file_1,F1 Score,0.9270738377392889
growth_rate_simulated_iECED1_1282,growth_rate_file_1,Specificity,0.051583710407239816
growth_rate_simulated_iECED1_1282,growth_rate_file_2,Accuracy,0.9409368635437881
growth_rate_simulated_iECED1_1282,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECED1_1282,growth_rate_file_2,Recall,0.9409368635437881
growth_rate_simulated_iECED1_1282,growth_rate_file_2,F1 Score,0.9695697796432318
growth_rate_simulated_iECED1_1282,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECH74115_1262,is_essential_file_can_grow,Accuracy,0.8310276679841897
growth_rate_simulated_iECH74115_1262,is_essential_file_can_grow,Precision,0.8888888888888888
growth_rate_simulated_iECH74115_1262,is_essential_file_can_grow,Recall,0.9148191365227538
growth_rate_simulated_iECH74115_1262,is_essential_file_can_grow,F1 Score,0.9016676250718804
growth_rate_simulated_iECH74115_1262,is_essential_file_can_grow,Specificity,0.06462585034013606
growth_rate_simulated_iECH74115_1262,growth_rate_file_1,Accuracy,0.8433268858800773
growth_rate_simulated_iECH74115_1262,growth_rate_file_1,Precision,0.9101995565410199
growth_rate_simulated_iECH74115_1262,growth_rate_file_1,Recall,0.9101995565410199
growth_rate_simulated_iECH74115_1262,growth_rate_file_1,F1 Score,0.9101995565410199
growth_rate_simulated_iECH74115_1262,growth_rate_file_1,Specificity,0.0565410199556541
growth_rate_simulated_iECH74115_1262,growth_rate_file_2,Accuracy,0.9216799091940976
growth_rate_simulated_iECH74115_1262,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECH74115_1262,growth_rate_file_2,Recall,0.9216799091940976
growth_rate_simulated_iECH74115_1262,growth_rate_file_2,F1 Score,0.9592439456585943
growth_rate_simulated_iECH74115_1262,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iEcHS_1320,is_essential_file_can_grow,Accuracy,0.8579881656804734
growth_rate_simulated_iEcHS_1320,is_essential_file_can_grow,Precision,0.9025755879059351
growth_rate_simulated_iEcHS_1320,is_essential_file_can_grow,Recall,0.9339513325608343
growth_rate_simulated_iEcHS_1320,is_essential_file_can_grow,F1 Score,0.917995444191344
growth_rate_simulated_iEcHS_1320,is_essential_file_can_grow,Specificity,0.07166853303471445
growth_rate_simulated_iEcHS_1320,growth_rate_file_1,Accuracy,0.8655139289145053
growth_rate_simulated_iEcHS_1320,growth_rate_file_1,Precision,0.920392584514722
growth_rate_simulated_iEcHS_1320,growth_rate_file_1,Recall,0.9264544456641054
growth_rate_simulated_iEcHS_1320,growth_rate_file_1,F1 Score,0.9234135667396062
growth_rate_simulated_iEcHS_1320,growth_rate_file_1,Specificity,0.062159214830970554
growth_rate_simulated_iEcHS_1320,growth_rate_file_2,Accuracy,0.9379232505643341
growth_rate_simulated_iEcHS_1320,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iEcHS_1320,growth_rate_file_2,Recall,0.9379232505643341
growth_rate_simulated_iEcHS_1320,growth_rate_file_2,F1 Score,0.9679673849737914
growth_rate_simulated_iEcHS_1320,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECIAI1_1343,is_essential_file_can_grow,Accuracy,0.8548523206751055
growth_rate_simulated_iECIAI1_1343,is_essential_file_can_grow,Precision,0.902738432483475
growth_rate_simulated_iECIAI1_1343,is_essential_file_can_grow,Recall,0.9326829268292683
growth_rate_simulated_iECIAI1_1343,is_essential_file_can_grow,F1 Score,0.9174664107485605
growth_rate_simulated_iECIAI1_1343,is_essential_file_can_grow,Specificity,0.053824362606232294
growth_rate_simulated_iECIAI1_1343,growth_rate_file_1,Accuracy,0.8728103579588729
growth_rate_simulated_iECIAI1_1343,growth_rate_file_1,Precision,0.9252971137521222
growth_rate_simulated_iECIAI1_1343,growth_rate_file_1,Recall,0.932420872540633
growth_rate_simulated_iECIAI1_1343,growth_rate_file_1,F1 Score,0.9288453344695355
growth_rate_simulated_iECIAI1_1343,growth_rate_file_1,Specificity,0.04753820033955857
growth_rate_simulated_iECIAI1_1343,growth_rate_file_2,Accuracy,0.9380362249761678
growth_rate_simulated_iECIAI1_1343,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECIAI1_1343,growth_rate_file_2,Recall,0.9380362249761678
growth_rate_simulated_iECIAI1_1343,growth_rate_file_2,F1 Score,0.9680275454992622
growth_rate_simulated_iECIAI1_1343,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECIAI39_1322,is_essential_file_can_grow,Accuracy,0.8700516351118761
growth_rate_simulated_iECIAI39_1322,is_essential_file_can_grow,Precision,0.902738432483475
growth_rate_simulated_iECIAI39_1322,is_essential_file_can_grow,Recall,0.952191235059761
growth_rate_simulated_iECIAI39_1322,is_essential_file_can_grow,F1 Score,0.9268056228793019
growth_rate_simulated_iECIAI39_1322,is_essential_file_can_grow,Specificity,0.05193578847969783
growth_rate_simulated_iECIAI39_1322,growth_rate_file_1,Accuracy,0.8870716510903427
growth_rate_simulated_iECIAI39_1322,growth_rate_file_1,Precision,0.9226847918436704
growth_rate_simulated_iECIAI39_1322,growth_rate_file_1,Recall,0.9526315789473684
growth_rate_simulated_iECIAI39_1322,growth_rate_file_1,F1 Score,0.937419076391886
growth_rate_simulated_iECIAI39_1322,growth_rate_file_1,Specificity,0.045029736618521665
growth_rate_simulated_iECIAI39_1322,growth_rate_file_2,Accuracy,0.9580896686159844
growth_rate_simulated_iECIAI39_1322,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECIAI39_1322,growth_rate_file_2,Recall,0.9580896686159844
growth_rate_simulated_iECIAI39_1322,growth_rate_file_2,F1 Score,0.9785963165754106
growth_rate_simulated_iECIAI39_1322,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECNA114_1301,is_essential_file_can_grow,Accuracy,0.8636363636363636
growth_rate_simulated_iECNA114_1301,is_essential_file_can_grow,Precision,0.9136253041362531
growth_rate_simulated_iECNA114_1301,is_essential_file_can_grow,Recall,0.9317617866004962
growth_rate_simulated_iECNA114_1301,is_essential_file_can_grow,F1 Score,0.9226044226044225
growth_rate_simulated_iECNA114_1301,is_essential_file_can_grow,Specificity,0.057177615571776155
growth_rate_simulated_iECNA114_1301,growth_rate_file_1,Accuracy,0.8653465346534653
growth_rate_simulated_iECNA114_1301,growth_rate_file_1,Precision,0.9201773835920177
growth_rate_simulated_iECNA114_1301,growth_rate_file_1,Recall,0.9284116331096197
growth_rate_simulated_iECNA114_1301,growth_rate_file_1,F1 Score,0.9242761692650334
growth_rate_simulated_iECNA114_1301,growth_rate_file_1,Specificity,0.04878048780487805
growth_rate_simulated_iECNA114_1301,growth_rate_file_2,Accuracy,0.932349323493235
growth_rate_simulated_iECNA114_1301,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECNA114_1301,growth_rate_file_2,Recall,0.932349323493235
growth_rate_simulated_iECNA114_1301,growth_rate_file_2,F1 Score,0.9649904519414386
growth_rate_simulated_iECNA114_1301,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECO103_1326,is_essential_file_can_grow,Accuracy,0.8624787775891342
growth_rate_simulated_iECO103_1326,is_essential_file_can_grow,Precision,0.9083969465648855
growth_rate_simulated_iECO103_1326,is_essential_file_can_grow,Recall,0.9351669941060904
growth_rate_simulated_iECO103_1326,is_essential_file_can_grow,F1 Score,0.9215876089060987
growth_rate_simulated_iECO103_1326,is_essential_file_can_grow,Specificity,0.061068702290076333
growth_rate_simulated_iECO103_1326,growth_rate_file_1,Accuracy,0.8747117601844735
growth_rate_simulated_iECO103_1326,growth_rate_file_1,Precision,0.9264328485885372
growth_rate_simulated_iECO103_1326,growth_rate_file_1,Recall,0.9336206896551724
growth_rate_simulated_iECO103_1326,growth_rate_file_1,F1 Score,0.9300128810648347
growth_rate_simulated_iECO103_1326,growth_rate_file_1,Specificity,0.04704875962360992
growth_rate_simulated_iECO103_1326,growth_rate_file_2,Accuracy,0.9384615384615385
growth_rate_simulated_iECO103_1326,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECO103_1326,growth_rate_file_2,Recall,0.9384615384615385
growth_rate_simulated_iECO103_1326,growth_rate_file_2,F1 Score,0.9682539682539683
growth_rate_simulated_iECO103_1326,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECO111_1330,is_essential_file_can_grow,Accuracy,0.8592027141645462
growth_rate_simulated_iECO111_1330,is_essential_file_can_grow,Precision,0.9035004730368968
growth_rate_simulated_iECO111_1330,is_essential_file_can_grow,Recall,0.9371933267909716
growth_rate_simulated_iECO111_1330,is_essential_file_can_grow,F1 Score,0.9200385356454721
growth_rate_simulated_iECO111_1330,is_essential_file_can_grow,Specificity,0.05487228003784295
growth_rate_simulated_iECO111_1330,growth_rate_file_1,Accuracy,0.8759630200308166
growth_rate_simulated_iECO111_1330,growth_rate_file_1,Precision,0.9257045260461144
growth_rate_simulated_iECO111_1330,growth_rate_file_1,Recall,0.9360967184801382
growth_rate_simulated_iECO111_1330,growth_rate_file_1,F1 Score,0.930871618720481
growth_rate_simulated_iECO111_1330,growth_rate_file_1,Specificity,0.04526046114432109
growth_rate_simulated_iECO111_1330,growth_rate_file_2,Accuracy,0.9452449567723343
growth_rate_simulated_iECO111_1330,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECO111_1330,growth_rate_file_2,Recall,0.9452449567723343
growth_rate_simulated_iECO111_1330,growth_rate_file_2,F1 Score,0.9718518518518519
growth_rate_simulated_iECO111_1330,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECO26_1355,is_essential_file_can_grow,Accuracy,0.8603678929765887
growth_rate_simulated_iECO26_1355,is_essential_file_can_grow,Precision,0.9070422535211268
growth_rate_simulated_iECO26_1355,is_essential_file_can_grow,Recall,0.9342359767891683
growth_rate_simulated_iECO26_1355,is_essential_file_can_grow,F1 Score,0.9204383039542638
growth_rate_simulated_iECO26_1355,is_essential_file_can_grow,Specificity,0.059154929577464786
growth_rate_simulated_iECO26_1355,growth_rate_file_1,Accuracy,0.8749052312357847
growth_rate_simulated_iECO26_1355,growth_rate_file_1,Precision,0.9281487743026204
growth_rate_simulated_iECO26_1355,growth_rate_file_1,Recall,0.9320882852292021
growth_rate_simulated_iECO26_1355,growth_rate_file_1,F1 Score,0.9301143583227446
growth_rate_simulated_iECO26_1355,growth_rate_file_1,Specificity,0.047337278106508875
growth_rate_simulated_iECO26_1355,growth_rate_file_2,Accuracy,0.9385633270321361
growth_rate_simulated_iECO26_1355,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECO26_1355,growth_rate_file_2,Recall,0.9385633270321361
growth_rate_simulated_iECO26_1355,growth_rate_file_2,F1 Score,0.9683081423695759
growth_rate_simulated_iECO26_1355,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECOK1_1307,is_essential_file_can_grow,Accuracy,0.8365949119373777
growth_rate_simulated_iECOK1_1307,is_essential_file_can_grow,Precision,0.8914988814317674
growth_rate_simulated_iECOK1_1307,is_essential_file_can_grow,Recall,0.9192618223760092
growth_rate_simulated_iECOK1_1307,is_essential_file_can_grow,F1 Score,0.905167518455423
growth_rate_simulated_iECOK1_1307,is_essential_file_can_grow,Specificity,0.06487695749440715
growth_rate_simulated_iECOK1_1307,growth_rate_file_1,Accuracy,0.844168260038241
growth_rate_simulated_iECOK1_1307,growth_rate_file_1,Precision,0.9094874591057798
growth_rate_simulated_iECOK1_1307,growth_rate_file_1,Recall,0.912472647702407
growth_rate_simulated_iECOK1_1307,growth_rate_file_1,F1 Score,0.910977607864555
growth_rate_simulated_iECOK1_1307,growth_rate_file_1,Specificity,0.05343511450381679
growth_rate_simulated_iECOK1_1307,growth_rate_file_2,Accuracy,0.9236812570145904
growth_rate_simulated_iECOK1_1307,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECOK1_1307,growth_rate_file_2,Recall,0.9236812570145904
growth_rate_simulated_iECOK1_1307,growth_rate_file_2,F1 Score,0.9603267211201868
growth_rate_simulated_iECOK1_1307,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iEcolC_1368,is_essential_file_can_grow,Accuracy,1.0
growth_rate_simulated_iEcolC_1368,is_essential_file_can_grow,Precision,1.0
growth_rate_simulated_iEcolC_1368,is_essential_file_can_grow,Recall,1.0
growth_rate_simulated_iEcolC_1368,is_essential_file_can_grow,F1 Score,1.0
growth_rate_simulated_iEcolC_1368,is_essential_file_can_grow,Specificity,0.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_1,Accuracy,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_1,Precision,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_1,Recall,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_1,F1 Score,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_1,Specificity,0.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_2,Accuracy,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_2,Recall,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_2,F1 Score,1.0
growth_rate_simulated_iEcolC_1368,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECP_1309,is_essential_file_can_grow,Accuracy,0.8260869565217391
growth_rate_simulated_iECP_1309,is_essential_file_can_grow,Precision,0.9047619047619048
growth_rate_simulated_iECP_1309,is_essential_file_can_grow,Recall,0.9047619047619048
growth_rate_simulated_iECP_1309,is_essential_file_can_grow,F1 Score,0.9047619047619048
growth_rate_simulated_iECP_1309,is_essential_file_can_grow,Specificity,0.0
growth_rate_simulated_iECP_1309,growth_rate_file_1,Accuracy,0.8181818181818182
growth_rate_simulated_iECP_1309,growth_rate_file_1,Precision,0.9
growth_rate_simulated_iECP_1309,growth_rate_file_1,Recall,0.9
growth_rate_simulated_iECP_1309,growth_rate_file_1,F1 Score,0.9
growth_rate_simulated_iECP_1309,growth_rate_file_1,Specificity,0.0
growth_rate_simulated_iECP_1309,growth_rate_file_2,Accuracy,0.9047619047619048
growth_rate_simulated_iECP_1309,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECP_1309,growth_rate_file_2,Recall,0.9047619047619048
growth_rate_simulated_iECP_1309,growth_rate_file_2,F1 Score,0.9500000000000001
growth_rate_simulated_iECP_1309,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECs_1301,is_essential_file_can_grow,Accuracy,1.0
growth_rate_simulated_iECs_1301,is_essential_file_can_grow,Precision,1.0
growth_rate_simulated_iECs_1301,is_essential_file_can_grow,Recall,1.0
growth_rate_simulated_iECs_1301,is_essential_file_can_grow,F1 Score,1.0
growth_rate_simulated_iECs_1301,is_essential_file_can_grow,Specificity,0.0
growth_rate_simulated_iECs_1301,growth_rate_file_1,Accuracy,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_1,Precision,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_1,Recall,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_1,F1 Score,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_1,Specificity,0.0
growth_rate_simulated_iECs_1301,growth_rate_file_2,Accuracy,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_2,Recall,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_2,F1 Score,1.0
growth_rate_simulated_iECs_1301,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECS88_1305,is_essential_file_can_grow,Accuracy,0.8566433566433567
growth_rate_simulated_iECS88_1305,is_essential_file_can_grow,Precision,0.8965183752417795
growth_rate_simulated_iECS88_1305,is_essential_file_can_grow,Recall,0.9420731707317073
growth_rate_simulated_iECS88_1305,is_essential_file_can_grow,F1 Score,0.9187314172447968
growth_rate_simulated_iECS88_1305,is_essential_file_can_grow,Specificity,0.05125725338491296
growth_rate_simulated_iECS88_1305,growth_rate_file_1,Accuracy,0.8718354430379747
growth_rate_simulated_iECS88_1305,growth_rate_file_1,Precision,0.9164490861618799
growth_rate_simulated_iECS88_1305,growth_rate_file_1,Recall,0.9410187667560321
growth_rate_simulated_iECS88_1305,growth_rate_file_1,F1 Score,0.9285714285714286
growth_rate_simulated_iECS88_1305,growth_rate_file_1,Specificity,0.04264577893820714
growth_rate_simulated_iECS88_1305,growth_rate_file_2,Accuracy,0.9442786069651742
growth_rate_simulated_iECS88_1305,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECS88_1305,growth_rate_file_2,Recall,0.9442786069651742
growth_rate_simulated_iECS88_1305,growth_rate_file_2,F1 Score,0.9713408393039917
growth_rate_simulated_iECS88_1305,growth_rate_file_2,Specificity,0.0
growth_rate_simulated_iECSE_1348,is_essential_file_can_grow,Accuracy,1.0
growth_rate_simulated_iECSE_1348,is_essential_file_can_grow,Precision,1.0
growth_rate_simulated_iECSE_1348,is_essential_file_can_grow,Recall,1.0
growth_rate_simulated_iECSE_1348,is_essential_file_can_grow,F1 Score,1.0
growth_rate_simulated_iECSE_1348,is_essential_file_can_grow,Specificity,0.0
growth_rate_simulated_iECSE_1348,growth_rate_file_1,Accuracy,1.0
growth_rate_simulated_iECSE_1348,growth_rate_file_1,Precision,1.0
growth_rate_simulated_iECSE_1348,growth_rate_file_1,Recall,1.0
growth_rate_simulated_iECSE_1348,growth_rate_file_1,F1 Score,1.0
growth_rate_simulated_iECSE_1348,growth_rate_file_1,Specificity,0.0
growth_rate_simulated_iECSE_1348,growth_rate_file_2,Accuracy,1.0
growth_rate_simulated_iECSE_1348,growth_rate_file_2,Precision,1.0
growth_rate_simulated_iECSE_1348,growth_rate_file_2,Recall,1.0
